id_sucursal,sucursal,store_name,producto,precio,contenido,busqueda
1445,Pedregal,Selecto Chedraui,Galletas wafer vainilla,69.0,115 g,papa
1445,Pedregal,Selecto Chedraui,Cocktail básico papaya,75.0,"A granel, precio por kg",papa
1445,Pedregal,Selecto Chedraui,Puré de papa con 4 quesos,39.0,113.4 g,papa
1445,Pedregal,Selecto Chedraui,Puré de papa crema y cebollín,39.0,113.4 g,papa
1445,Pedregal,Selecto Chedraui,Baby reds puré de papas saborizado,39.0,116.4 g,papa
1445,Pedregal,Selecto Chedraui,Puré de papa Smokey cheese & bacon,39.0,Doypack 113 g,papa
1445,Pedregal,Selecto Chedraui,Granola con frutas,45.0,Bolsa 400 g,papa
1445,Pedregal,Selecto Chedraui,Bollo de papa,29.0,8 piezas,papa
1445,Pedregal,Selecto Chedraui,Pan patata,24.0,,papa
1445,Pedregal,Selecto Chedraui,Pan chocolate y papaya,44.0,,papa
1445,Pedregal,Selecto Chedraui,Comidita pollito con papas etapa 4 junior,28.0,Frasco 250 g,papa
1445,Pedregal,Selecto Chedraui,Salsa picante red hot original,57.0,Botella 354 ml,papa
1445,Pedregal,Selecto Chedraui,"Yoghurt bebible fibra, cereales y papaya",17.0,Botella 225 g,papa
1445,Pedregal,Selecto Chedraui,El Papantla vainilla saborizante artificial,11.0,120 ml,papa
1445,Pedregal,Selecto Chedraui,Harina multipropósito sin gluten,169.0,Bolsa 623 g,papa
1445,Pedregal,Selecto Chedraui,Harina Multiusos sin gluten,77.0,450 g,papa
1445,Pedregal,Selecto Chedraui,Papas deshidratadas limón y sal de mar,69.0,Bolsa 100 g,papa
1445,Pedregal,Selecto Chedraui,Levadura nutricional,269.0,127 g,papa
1445,Pedregal,Selecto Chedraui,Pimienta blanca entera gourmet,121.0,65 g,papa
1445,Pedregal,Selecto Chedraui,Ron spiced,149.0,Botella 700 ml,papa
1445,Pedregal,Selecto Chedraui,Gomitas lunch bag,49.0,"Bolsa, 77 grs",papa
1445,Pedregal,Selecto Chedraui,Vodka spicy tamarindo,249.0,Botella 750 ml,papa
4414,La Comer Coyoacán,La Comer,Papa blanca,41.9,"Precio por kg, unidad: 249 g aprox",papa
4414,La Comer Coyoacán,La Comer,Papa cambray,49.9,"Precio por kg, unidad: 50 g aprox",papa
4414,La Comer Coyoacán,La Comer,Papa amarilla chica,49.9,"Precio por kg, unidad: 50 g aprox",papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor queso,55.0,Bolsa 185 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas adobadas,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Nachos sabor queso,57.0,Bolsa 223 g,papa
4414,La Comer Coyoacán,La Comer,Papas sal de mar,75.5,Bolsa 240 g,papa
4414,La Comer Coyoacán,La Comer,Papas receta crujiente flamin hot,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor original con sal,55.0,Bolsa 185 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor jalapeño,75.5,Bolsa 240 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor limón,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Papas kettle con sal del Himalaya,188.0,907 g,papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor queso,83.0,290 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor crema y especias,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas con sal original,35.0,Bolsa 105 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas sabor jalapeño,50.5,Bolsa 150 g,papa
4414,La Comer Coyoacán,La Comer,Papas receta crujiente sabor jalapeño,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor queso,92.0,Bolsa 400 g,papa
4414,La Comer Coyoacán,La Comer,Papas adobadas,35.0,Bolsa 105 g,papa
4414,La Comer Coyoacán,La Comer,Papas saladas sabor original,84.0,Bolsa 240 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas sabor original,244.0,Bolsa 850 g,papa
4414,La Comer Coyoacán,La Comer,Papas crema cebolla,54.5,Tubo 124 g,papa
4414,La Comer Coyoacán,La Comer,Papas saladas sabor original,19.5,Bolsa 57 g,papa
4414,La Comer Coyoacán,La Comer,Ruffles sabor queso,19.0,Bolsa 61 g,papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor queso,34.0,Bolsa 120 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor queso,54.5,Lata 124 g,papa
4414,La Comer Coyoacán,La Comer,Papas onduladas sabor original,35.0,Bolsa 120 g,papa
4414,La Comer Coyoacán,La Comer,Papas adobadas super max,20.0,Bolsa 67 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor original,24.9,Tubo 37 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor crema y cebolla,24.9,Tubo 40 g,papa
4414,La Comer Coyoacán,La Comer,Prispas papas,21.9,130 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor queso cheddar,24.9,Tubo 40 g,papa
4414,La Comer Coyoacán,La Comer,Papas sal de mar,37.5,100 g,papa
4414,La Comer Coyoacán,La Comer,Papas caseras con sal de mar,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas chile y limón,50.5,Bolsa 150 g,papa
4414,La Comer Coyoacán,La Comer,Papas toreadas sabor habanero,49.5,Bolsa 170 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor original,54.5,Tubo 124 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor jalapeño,37.5,Bolsa 100 g,papa
4414,La Comer Coyoacán,La Comer,Papas estilo clásicas sal,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas Adobadas Sabor Chile,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas receta crujiente chiles rojos,55.0,Bolsa 160 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor natural,44.1,100 g,papa
4414,La Comer Coyoacán,La Comer,Botana de vegetales veggi veggi chips,69.4,142 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas mix,56.0,Bolsa 170 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas Pap's salsa negra,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas original,56.0,Bote 163 g,papa
4414,La Comer Coyoacán,La Comer,"Chips de papa con amaranto, jalapeño y sal del Himalaya",82.5,100 g,papa
4414,La Comer Coyoacán,La Comer,Papas Onduladas con sal,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Botana Veggie chips de vegetales,57.0,42.5 g,papa
4414,La Comer Coyoacán,La Comer,Papas con amaranto chipotle y sal del Himalaya,82.5,100 gr,papa
4414,La Comer Coyoacán,La Comer,Papas fuego limón,37.5,Bolsa 100 g,papa
4414,La Comer Coyoacán,La Comer,Papas con aceite de oliva bolsa,59.0,142 grs,papa
4414,La Comer Coyoacán,La Comer,Papas Fritas Con Jalapeno Kettle,96.0,142 grs,papa
4414,La Comer Coyoacán,La Comer,Botana variety,450.0,Caja 30 x 28 g,papa
4414,La Comer Coyoacán,La Comer,Papas con aceite de aguacate bolsa,59.0,142 grs,papa
4414,La Comer Coyoacán,La Comer,Papas sabor queso cheddar,56.0,Tubo 155.9 g,papa
4414,La Comer Coyoacán,La Comer,Sabritas sabor crema y cebolla,56.0,Tubo 155 g,papa
4414,La Comer Coyoacán,La Comer,Papas Onduladas Sabor Queso,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas sabor queso,44.1,Caja 100 g,papa
4414,La Comer Coyoacán,La Comer,Papas con aceite de coco bolsa,59.0,142 grs,papa
4414,La Comer Coyoacán,La Comer,Papas Caseras Sabor Jalapeño,41.5,170 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas sal de mar,96.0,142 g,papa
4414,La Comer Coyoacán,La Comer,Papas fritas sabor pepinillos,96.0,142 grs,papa
4414,La Comer Coyoacán,La Comer,Papaya maradol,35.9,"Precio por kg, unidad: 2.2 kg aprox",papa
4414,La Comer Coyoacán,La Comer,Papaya picada,81.0,"Precio por kg, unidad: 1 kg aprox",papa
4414,La Comer Coyoacán,La Comer,Papas congeladas corte grueso,62.0,500 g,papa
4414,La Comer Coyoacán,La Comer,Tortitas de papa horneables,60.0,Bolsa 488 g,papa
4414,La Comer Coyoacán,La Comer,Papas en gajo sazonadas con paprika,88.5,Bolsa 750 g,papa
4414,La Comer Coyoacán,La Comer,Papas tradicional corte grueso,112.5,Bolsa 1 kg,papa
4414,La Comer Coyoacán,La Comer,Papas congeladas corte ondulado,108.0,Bolsa 1 kg,papa
4414,La Comer Coyoacán,La Comer,Papas congeladas Caripapas,65.0,Bolsa 400 g,papa
4414,La Comer Coyoacán,La Comer,Papas a la francesa corte delgado,75.0,Bolsa 800 g,papa
4414,La Comer Coyoacán,La Comer,Papas corte delgado,49.5,Doypack 400 g,papa
4414,La Comer Coyoacán,La Comer,Papa canica,74.0,Bolsa 500 g,papa
4414,La Comer Coyoacán,La Comer,Papa cocida en cubos,20.5,430 g,papa
4414,La Comer Coyoacán,La Comer,Mezcla papa y zanahoria cubos,23.9,Lata 400 g,papa
4414,La Comer Coyoacán,La Comer,Gnocchi de papa,73.0,500 g,papa
4414,La Comer Coyoacán,La Comer,Ñoquis Gallo bolitas de patata 400 g,47.9,,papa
4414,La Comer Coyoacán,La Comer,Tortilla española de papa,117.0,500 g,papa
4414,La Comer Coyoacán,La Comer,Tortilla de papa con jalapeños,117.22,500 g,papa
4414,La Comer Coyoacán,La Comer,Pure de papa instantaneo,24.4,125 grs,papa
4414,La Comer Coyoacán,La Comer,Caprice barquillos de vainilla,129.9,250 g,papa
4414,La Comer Coyoacán,La Comer,Caprice galletas de choco avellana,189.0,Pouch 400 g,papa
4414,La Comer Coyoacán,La Comer,Caprice galleta con avellana y cocoa,129.9,250 g,papa
4414,La Comer Coyoacán,La Comer,Caprice galletas avellana y crema de cacao,79.0,115 g,papa
4414,La Comer Coyoacán,La Comer,Caprice galletas de chocolate amargo,129.9,250 g,papa
4414,La Comer Coyoacán,La Comer,Caprice galleta de chocolate amargo,79.0,115 g,papa
4414,La Comer Coyoacán,La Comer,Galletas wafer vainilla,79.0,115 g,papa
4414,La Comer Coyoacán,La Comer,Granola con frutas,51.9,Bolsa 400 g,papa
4414,La Comer Coyoacán,La Comer,Granola con frutas,95.0,Sobre 800 g,papa
4414,La Comer Coyoacán,La Comer,Yoghurt bebible ciruela pasa y fibra papaya,88.5,Pack 6 x 225 g,papa
4414,La Comer Coyoacán,La Comer,"Yoghurt bebible fibra, cereales y papaya",17.0,Botella 225 g,papa
4414,La Comer Coyoacán,La Comer,Comidita pollito con papas etapa 4 junior,33.7,Frasco 250 g,papa
4414,La Comer Coyoacán,La Comer,"Papilla de chayote , chicharos , brocoli y papa",13.5,bolsa 113g,papa
4414,La Comer Coyoacán,La Comer,"Papilla de pollo, papa y arroz +6M",15.0,113 g,papa
4414,La Comer Coyoacán,La Comer,Salsa picante red hot original,57.9,Botella 354 ml,papa
4414,La Comer Coyoacán,La Comer,Salsa tipo inglesa,57.5,Botella 295 ml,papa
4414,La Comer Coyoacán,La Comer,Salsa habanero papaya,26.5,150 ml,papa
4414,La Comer Coyoacán,La Comer,Topping para papas,45.0,32 g,papa
4414,La Comer Coyoacán,La Comer,Aromatizante decosphere papaya & mango,97.0,75 ml,papa
4414,La Comer Coyoacán,La Comer,Mix de papa cambray,45.53,"1 unidad, 800 g aprox",papa
4414,La Comer Coyoacán,La Comer,Papa gourmet Rancho San Luis,49.9,Al vacío 1 kg,papa
4414,La Comer Coyoacán,La Comer,El Papantla vainilla saborizante artificial,13.0,120 ml,papa
4414,La Comer Coyoacán,La Comer,Vainilla,18.2,250 ml,papa
4414,La Comer Coyoacán,La Comer,Harina multipropósito sin gluten,172.0,Bolsa 623 g,papa
4414,La Comer Coyoacán,La Comer,Fecula de papa,218.0,Bolsa 623 g,papa
4414,La Comer Coyoacán,La Comer,Aceite vegetal comestible +30,46.0,850 ml,papa
4414,La Comer Coyoacán,La Comer,Pan de papa para hamburguesas,125.7,425 g,papa
4414,La Comer Coyoacán,La Comer,Pan de papa para hot dogs,122.3,425 g,papa
4414,La Comer Coyoacán,La Comer,Pan de papa para hamburguesas,115.65,425 g,papa
4414,La Comer Coyoacán,La Comer,Papa Rostizada,90.0,1 kg.,papa
4414,La Comer Coyoacán,La Comer,Escalopa de papa al gratin,45.0,112 g,papa
4414,La Comer Coyoacán,La Comer,Ron spiced,180.0,Botella 700 ml,papa
4414,La Comer Coyoacán,La Comer,Harina de garbanzos sin gluten,129.0,454 g,papa
4414,La Comer Coyoacán,La Comer,Sustituto de huevo,149.0,Bolsa 340 g,papa
4414,La Comer Coyoacán,La Comer,Papalo,14.1,1 pza,papa
4414,La Comer Coyoacán,La Comer,Gomitas lunch bag,49.0,"Bolsa, 77 grs",papa
4414,La Comer Coyoacán,La Comer,Vodka spicy tamarindo,237.0,Botella 750 ml,papa
4414,La Comer Coyoacán,La Comer,Pelapapas doble filo negro,204.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Utensilios para papas Veggie Cook,348.0,3 piezas,papa
4414,La Comer Coyoacán,La Comer,Pelapapas de doble filo negro,204.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Preparado de tortilla de patatas con ceb,132.0,ferrer 1 pza,papa
4414,La Comer Coyoacán,La Comer,Tazón papaya,177.02,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Tazón papaya,86.02,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Centro de mesa papaya,494.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Recipiente para papas fritas,294.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Taza de porcelana papá,164.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Taza de porcelana mi papá,164.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Clavos para Asar Papas,449.0,,papa
4414,La Comer Coyoacán,La Comer,Mr. Potato Head crea tu familia F1077,599.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Sra. Cara de papa,239.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,El mago quitamanchas 8,55.0,50 ml,papa
4414,La Comer Coyoacán,La Comer,Infusion naranja papaya lata,182.0,100 grs,papa
4414,La Comer Coyoacán,La Comer,Infusión papaya naranja,91.0,12 piezas,papa
4414,La Comer Coyoacán,La Comer,Juego de papaya,663.02,4 piezas,papa
4414,La Comer Coyoacán,La Comer,Aromatizante para auto organique wood papaya,58.0,7 ml,papa
4414,La Comer Coyoacán,La Comer,Labial líquido mate papaya,119.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Labial líquido velvet apapacho,119.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Mascarilla modeladora de papada,56.1,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Vela Votiva aroma mango salsa,84.0,1 pieza,papa
4414,La Comer Coyoacán,La Comer,Vino blanco clásico Chardonnay,225.0,Botella 750 ml,papa
10002,San Jeronimo,Soriana,Papa blanca,41.9,"Precio por kg, unidad: 230 g aprox",papa
10002,San Jeronimo,Soriana,Papa cambray,41.9,"Precio por kg, unidad: 50 g aprox",papa
10002,San Jeronimo,Soriana,Papas onduladas sabor queso,56.0,Bolsa 185 g,papa
10002,San Jeronimo,Soriana,Papas fritas adobadas,56.9,Bolsa 160 g,papa
10002,San Jeronimo,Soriana,Nachos sabor queso,56.9,Bolsa 223 g,papa
10002,San Jeronimo,Soriana,Papas receta crujiente flamin hot,56.9,Bolsa 160 g,papa
10002,San Jeronimo,Soriana,Papas onduladas sabor original con sal,58.5,Bolsa 185 g,papa
10002,San Jeronimo,Soriana,Papas sabor limón,56.9,Bolsa 160 g,papa
10002,San Jeronimo,Soriana,Papas onduladas sabor queso,85.9,290 g,papa
10002,San Jeronimo,Soriana,Papas fritas con sal original,35.9,Bolsa 105 g,papa
10002,San Jeronimo,Soriana,Papas fritas sabor jalapeño,52.9,Bolsa 150 g,papa
10002,San Jeronimo,Soriana,Papas receta crujiente sabor jalapeño,56.9,Bolsa 160 g,papa
10002,San Jeronimo,Soriana,Papas onduladas sabor queso,97.5,Bolsa 400 g,papa
10002,San Jeronimo,Soriana,Papas adobadas,35.9,Bolsa 105 g,papa
10002,San Jeronimo,Soriana,Papas fuego sabor chile y limón,52.9,Bolsa 150 g,papa
10002,San Jeronimo,Soriana,Papas crema cebolla,54.5,Tubo 124 g,papa
10002,San Jeronimo,Soriana,Papas saladas sabor original,20.0,Bolsa 57 g,papa
10002,San Jeronimo,Soriana,Papas onduladas sabor queso,35.9,Bolsa 120 g,papa
10002,San Jeronimo,Soriana,Papas sabor queso,54.5,Lata 124 g,papa
10002,San Jeronimo,Soriana,Papas onduladas sabor original,35.9,Bolsa 120 g,papa
10002,San Jeronimo,Soriana,Papas adobadas super max,20.0,Bolsa 67 g,papa
10002,San Jeronimo,Soriana,Papas sabor original,25.9,Tubo 37 g,papa
10002,San Jeronimo,Soriana,Papas sabor crema y cebolla,25.9,Tubo 40 g,papa
10002,San Jeronimo,Soriana,Papas sabor queso cheddar,25.9,Tubo 40 g,papa
10002,San Jeronimo,Soriana,Papas caseras con sal de mar,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas sabor original,54.5,Tubo 124 g,papa
10002,San Jeronimo,Soriana,Papas clásicas receta crujiente,56.9,Bolsa 170 g,papa
10002,San Jeronimo,Soriana,Papas sabor jalapeño,35.0,Bolsa 100 g,papa
10002,San Jeronimo,Soriana,Papas estilo clásicas sal,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas Adobadas Sabor Chile,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas receta crujiente chiles rojos,56.9,Bolsa 160 g,papa
10002,San Jeronimo,Soriana,Botana de vegetales veggi veggi chips,69.9,142 g,papa
10002,San Jeronimo,Soriana,Papas fritas Pap's salsa negra,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas original,59.5,Bote 163 g,papa
10002,San Jeronimo,Soriana,Papas Onduladas con sal,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas fuego limón,35.0,Bolsa 100 g,papa
10002,San Jeronimo,Soriana,Papas original mega stack,65.5,194 g,papa
10002,San Jeronimo,Soriana,Papas con aceite de aguacate bolsa,63.0,142 grs,papa
10002,San Jeronimo,Soriana,Papas sabor queso cheddar,65.5,203 g,papa
10002,San Jeronimo,Soriana,Papas sabor queso cheddar,59.5,Tubo 155.9 g,papa
10002,San Jeronimo,Soriana,Sabritas sabor crema y cebolla,59.5,Tubo 155 g,papa
10002,San Jeronimo,Soriana,Papas Onduladas Sabor Queso,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas con aceite de coco bolsa,63.0,142 grs,papa
10002,San Jeronimo,Soriana,Papas Caseras Sabor Jalapeño,43.0,170 g,papa
10002,San Jeronimo,Soriana,Papas sabor Queso Cheddar,19.9,40 g,papa
10002,San Jeronimo,Soriana,Papas sabor Original,19.9,40 g,papa
10002,San Jeronimo,Soriana,Papas light sabor original,159.4,184.2 g,papa
10002,San Jeronimo,Soriana,Papas fritas crema y cebolla,172.0,177.1 g,papa
10002,San Jeronimo,Soriana,Papaya maradol,27.9,"Precio por kg, unidad: 2.2 kg aprox",papa
10002,San Jeronimo,Soriana,Tortitas de papa horneables,56.5,Bolsa 488 g,papa
10002,San Jeronimo,Soriana,Papa lisa congelada,38.9,567 g,papa
10002,San Jeronimo,Soriana,Papa canica,75.9,Bolsa 500 g,papa
10002,San Jeronimo,Soriana,Papa cocida en cubos,17.9,430 g,papa
10002,San Jeronimo,Soriana,Mezcla papa y zanahoria cubos,25.5,Lata 400 g,papa
10002,San Jeronimo,Soriana,Gnocchi de papa,85.9,500 g,papa
10002,San Jeronimo,Soriana,Combinado primavera,47.9,Bolsa 500 g,papa
10002,San Jeronimo,Soriana,Vegetales Mezcla Zanahoria y Papa,45.3,500 g,papa
10002,San Jeronimo,Soriana,Tortita de papa,78.9,"A granel, precio por kg",papa
10002,San Jeronimo,Soriana,Papa gajo,122.0,"Granel, precio por kg",papa
10002,San Jeronimo,Soriana,Pure de papa,112.0,"Granel, precio por kg",papa
10002,San Jeronimo,Soriana,Granola con frutas,46.9,Bolsa 400 g,papa
10002,San Jeronimo,Soriana,Granola con frutas,92.5,Sobre 800 g,papa
